Filename,Generated,HAcceptor,HDonor,Lipinski,Lipinski_violation_rule1,Lipinski_violation_rule2,Lipinski_violation_rule3,Lipinski_violation_rule4,Lipinski_violation_rule5,Lipinski_violation_rule6,LogP,Method,QED,QVinaScoreG2019S7LI3,QVinaScoreG2019S8TZC,QVinaScorewild_type8TXZ,RotatableBonds,SA,Smile,TPSA,Weight,FilenameCount,BBBprob
G2019S_7LI3_size27_2_10_out.sdf,True,5.0,0.0,6.0,True,True,True,True,True,True,-0.8239400000000003,generated,0.5092073678889747,-7.7,-8.1,-8.7,5.0,0.29,[C][C]([C])c1[c][c][c]c([C]2[C]3O[C@@]3([C]C([O])=O)[C]2[C]2[C]C(=O)[N]C(=O)[C]O2)[c]1,106.97,349.97256172,3,
G2019S_8TZC_size35_2_7_out.sdf,True,8.0,0.0,5.0,True,True,True,True,True,False,-0.1590600000000002,generated,0.4780342648890979,-7.7,-8.1,-8.7,9.0,0.34,[C]O[C]([C][C][C]C(=O)[N]C(=O)c1[c][c]nc2c1[C]=[C][C]([N]C1=N[C]3[C][C]O[C]3S1)C2=O)[C]([O])[C][O],162.92,475.9487693399999,3,
G2019S_8TZC_size32_3_154_out.sdf,True,4.0,0.0,6.0,True,True,True,True,True,True,0.1698099999999998,optimized100,0.7110096006678289,-7.7,-8.1,-7.7,3.0,0.28,[C][N][C]1[C]2[C][C]3[C]/C(=[C]/[N]C([O])=O)[C][C][C]3[C][C]2[C]2C(=O)c3[c][c]n([C])c3[C]N2[C]1[C][O],110.31,407.99195448,3,
G2019S_7LI3_size50_36_out.sdf,True,6.0,0.0,3.0,False,True,True,True,False,False,-0.1579100000000001,generated,0.1579999668195335,-7.7,-8.1,-7.6,13.0,0.22,[C][C]N1[C][C]([C][C]2[N]O[N][C]2C(=O)[C]([O])C(=C=C2[C][C]N([S@]([C])=O)[C]O2)[N][C]2[C]([C])N2c2[c][c][c]c(F)[c]2)C([O])=C([N][C][C]C(F)(F)F)C1=O,175.36,689.9516042199999,3,
G2019S_7LI3_size32_212_out.sdf,True,4.0,0.0,6.0,True,True,True,True,True,True,0.83238,optimized50,0.6699524101025657,-7.7,-8.1,-7.2,3.0,0.32,[O][C][C]1O[C]2[C](O[C]1[C]1[C][C]1[N]C([O])=O)[C]1[C][C][C][C][C]1[C]1O[C]3[C]([O])[C][C][C]3[C]([O])[C]12,138.46,417.96239096,3,
G2019S_7LI3_size43_15_out.sdf,True,5.0,0.0,5.0,False,True,True,True,True,True,3.487540000000002,generated,0.3380078735067486,-7.7,-8.1,-7.2,9.0,0.32,[C][C]([O])[C]([C](OC([O])=O)[C]1[C][C][C][C][C]=[C]1)c1[c][c][c]c([N][C]2[C]O[C]3[C][C@@]3(F)N([C]c3[c][c][c]c4c3S[C][C]4)[C]2F)[c]1,92.67,573.94959854,3,
G2019S_8TZC_size46_7_out.sdf,True,4.0,0.0,3.0,False,True,True,True,False,False,0.7733899999999996,generated,0.2345327723099755,-7.7,-8.1,-7.2,11.0,0.26,[C][C]1[C]2[N]N(C([C])=O)[C][C]2c2[c]c3[c][c][c]c([C][O])c3c([N]c3[c][c][c]c(N([C][C][C](F)C([N])=O)[N][C][C](F)F)[c]3)c2[C][N]C1=O,156.29000000000002,602.9963861399999,3,
G2019S_8TZC_size54_2_18_out.sdf,True,8.0,0.0,4.0,False,True,True,True,False,True,-1.23842,generated,0.1839080319469185,-7.7,-8.1,-6.8,13.0,0.11,[C]O[C]([C][C][C][C][C]1O[C]2[C][C]2[C][C]([C][C][N][C]2[C][C][C@]34[C][C@@]3([C])N4[C]([O])[C]2)[C]C2=c3[c]n[c]nc3=C([N])N3[C][C]=C([C]=C23)[C]1Cl)[C][C]N1O[C][C]C1=O,136.33,704.9649437799999,3,
G2019S_7LI3_size32_114_out.sdf,True,3.0,0.0,6.0,True,True,True,True,True,True,0.7772000000000007,optimized50,0.6870929358736038,-7.7,-8.1,-5.9,5.0,0.26,[C][C]1C([C][N])=C([C]=[C])[C]C2=C3[C]=[C][C]=[C][C]3N3[C][C]4[C]([C][C][C][C]4O[C]C([N])=O)[C]C3=C12,74.14,397.99905124,3,
G2019S_8TZC_size50_3_27_out.sdf,True,7.0,0.0,4.0,False,True,True,True,False,True,3.400820000000002,generated,0.1811874622859221,-7.7,-8.1,-4.3,13.0,0.35,[C][C]C1=NC(S[C@]2([O])[C][C][C](F)[C](O[C])O2)=C2[C]1C(C1([C]([C][C][C]c3[c][c]c([C][C][O])c([O])c3[C])[C]3[C][C][C]4O[C]4[C]=[C]3)[C][C]1)=[C][C]OC2=O,129.35,660.9328651799999,3,
G2019S_7LI3_size58_18_out.sdf,True,8.0,0.0,3.0,False,True,True,True,False,False,0.3728699999999995,generated,0.2199045876562189,-7.7,-8.1,-2.7,16.0,0.27,[C][C]1[C][C](O[C]2C(/[C]=[C]/[C]N3[C]C(=[C])N([C])C3=O)=[C][C@@]([C])(C(=O)[N]C(=O)[C]=[C])[C]=C2[C]([C])[C][C][C]([C])[C]([O])[C]c2[c]c(C([N])=O)c([C])nc2[C]2[C][C]2)[C]2O[C][C]N2[C]1,165.65,735.98284634,3,
G2019S_8TZC_size30_3_106_out.sdf,True,4.0,0.0,6.0,True,True,True,True,True,True,0.4730499999999995,optimized100,0.2957064096616559,-7.6,-8.1,-7.9,7.0,0.32,[C][C]1[C][C][C]c2c1[c]c([C]([C][C][C][C][N+](=O)[O-])C(=O)N1[C][C][C][C]1)c1c2N=C([N])[N]1,112.21,382.00011386,3,
G2019S_7LI3_size29_35_out.sdf,True,6.0,0.0,6.0,True,True,True,True,True,True,1.1137700000000008,generated,0.3329751836338798,-7.6,-8.1,-7.5,9.0,0.41,[O]C(=O)[C][C]N([O])C(=O)[C][C][C]1[C][C](Cl)[C](c2[c][c]c([N+](=O)[O-])nc2[C]2[C][C]2)S1,133.20999999999998,420.9196333999999,3,
G2019S_7LI3_size31_69_out.sdf,True,5.0,0.0,6.0,True,True,True,True,True,True,1.8036300000000007,optimized50,0.7701006436074884,-7.6,-8.1,-7.2,3.0,0.25,[C][C]([C]N1[C]c2[c][c]c(Cl)[c]c2N2[C]1[C]Oc1[c][c]c([C])[c]c12)N1[C][C]N([C])[C]C1=O,39.260000000000005,410.97097792000005,3,
G2019S_7LI3_size48_18_out.sdf,True,5.0,0.0,5.0,False,True,True,True,True,True,1.98347,generated,0.2256241536270191,-7.6,-8.1,-7.1,9.0,0.16,[C]S[C@]12[C][C][C][C]1[C]2[C][C]C1=[C][C]2[C](C#C/C(=[C]\C#N)[C@@]34[N][C@]35[C]4[C][C][C][C]=C5O[C][C][C]3[C]O3)[C@]23[C]([C]1)[C]1[C]([C])[C]([O])[C][C]N1[C]3[C],82.78999999999999,613.96603686,3,
G2019S_8TZC_size48_5_out.sdf,True,8.0,0.0,3.0,False,True,True,True,False,False,-0.6266300000000005,generated,0.1196887730187415,-7.6,-8.1,-7.0,17.0,0.28,[C][C]1[C][C][C]([N][C]([C])[N][N]C(=[N])[C]2[C]c3[c]c4oc([C]C(=O)[C][C][C]([O])[C]([O])[C]O[C][O])nc4c([C]4[C][C]4[C]S([C])(=O)=O)c3S2)N([O])[C]1,233.91,663.9168175800002,3,
G2019S_7LI3_size36_2_6_out.sdf,True,6.0,0.0,5.0,True,True,True,True,True,False,2.1245100000000017,generated,0.5867503374808168,-7.6,-8.1,-6.9,5.0,0.41,[C][C](/N=C1/[C][C]([C]2O[C]C(=O)c3[c]c([O])[c][c]c3O[C]2[C]2O[C]2[O])[C]S1)[C@]12[C][C][C][C][C@@]1([C]([O])[O])[C]2,140.02,485.9344619599999,3,
G2019S_8TZC_size34_56_out.sdf,True,3.0,0.0,6.0,True,True,True,True,True,True,1.6640800000000011,optimized100,0.6981530910930034,-7.6,-8.1,-6.8,6.0,0.31,[C]O[C]1[C][C]N2[C]([C]3[C][C][C]C(=[N])[C]3)[C][C@@]([C])([C][C]OC3=[C][C]=[C][C]=[C][C]3)c3[c][c]c([O])c1c32,63.900000000000006,423.99089186,3,
G2019S_8TZC_size49_3_0_out.sdf,True,6.0,0.0,3.0,False,True,True,True,False,False,2.363630000000002,generated,0.1756948393595252,-7.6,-8.1,-6.7,13.0,0.26,[O][C][C]1[C][C]([C]S[C][C][N][C][C]([O])[O])[C][C@](F)(C#C[C]([O])[C](c2[c][c]n[c][c]2)c2[c][c]c([C][C]3[N][C]([O])[C]4O[C]O[P](=O)[N][C]4S3)[c][c]2)[C]1,190.22000000000003,693.8879198100001,3,
G2019S_8TZC_size38_3_34_out.sdf,True,8.0,0.0,6.0,True,True,True,True,True,True,1.173290000000001,generated,0.4814218741569888,-7.6,-8.1,-6.5,6.0,0.95,[C][C@@]1(O[C][C]N2[C][C][C](C(=O)[C]3[C]4[C][C]([O])[C][C]N4c4[c]nc5c(C#N)[c]c6[c][c]nc6c5[c]c43)[C]2)[C]O1,114.78,481.99502848,3,
G2019S_7LI3_size27_3_out.sdf,True,2.0,0.0,6.0,True,True,True,True,True,True,0.1618499999999998,generated,0.7708579497418547,-7.6,-8.1,-6.2,3.0,0.29,[C][N][C]1[C][C][C][C]1[C]1N=C([N])C2=C1[C]N(C(=O)c1[c][c][c][c][c]1)C(=[C])[C]2[O],88.97,340.00212524,3,
G2019S_8TZC_size32_170_out.sdf,True,4.0,0.0,6.0,True,True,True,True,True,True,1.6708000000000007,optimized100,0.6178648113782905,-7.6,-8.1,-5.1,5.0,0.18,[C][C@]12[C][C]3[C]S[C][C][C](C4=[C][C][C](F)[C]=C4[C][C][O])[N][C]([C]4[C][C]O[C]4)[C](O3)[C@@]1([C][O])O2,84.88999999999999,432.9481213199999,3,
G2019S_8TZC_size26_2_22_out.sdf,True,2.0,0.0,6.0,True,True,True,True,True,True,0.9039100000000004,generated,0.804804019135399,-7.5,-8.1,-8.8,5.0,0.51,[N][C][C](O[C][O])[C]1[C][C]2[C][C][C][C]3[C][C][C][C]([C]1c1[c][c]n[c][c]1)[C@@]32F,64.32,330.99438045999995,3,
G2019S_8TZC_size27_2_55_out.sdf,True,4.0,0.0,6.0,True,True,True,True,True,True,0.3601399999999995,optimized100,0.7531096043865181,-7.5,-8.1,-7.8,1.0,0.46,[C]c1[c][c]c2c3c(nnc2[c]1)[C](N1[C][C][C][C][C]1)[C][C][N][C][C][N][C][C]O3,66.45,338.01028462000005,3,
G2019S_7LI3_size35_2_22_out.sdf,True,5.0,0.0,5.0,True,True,True,True,True,False,0.82695,generated,0.4894043000147317,-7.5,-8.1,-7.5,8.0,0.34,[C][C]1[C][C][C](OP([O])([O])=O)[C]([C]([C][O])[C]([O])[O])[N]/C([C][C]2OC(c3[c]c([C])[c][c]c3[O])=NC2=O)=N\1,210.82000000000005,484.93212982999984,3,
G2019S_8TZC_size41_2_2_out.sdf,True,5.0,0.0,3.0,False,True,True,True,False,False,1.6034499999999992,generated,0.3383508407053766,-7.5,-8.1,-7.3,12.0,0.24,[C]N1[C][N][C]2[C]1[C][C][C]=C2[C]1[C]=C([C][C][C]([O])/[C]=[C]/[N]C(=O)O[C][C]2O[C][C]O2)[C]=C1[C][C][C]1[C][C]([O])[C]1P([O])[O],155.8,548.9423005899998,3,
G2019S_7LI3_size44_27_out.sdf,True,6.0,0.0,4.0,False,True,True,True,True,False,-0.8784600000000005,generated,0.2452405679344649,-7.5,-8.1,-6.9,10.0,0.26,[C][C][C][P@@]([O])(=O)[N][C]([N]C1=N[N]c2[c][c]c(O[C@]3([O])[C](C([O])=O)[C@]34[C][C]C(=O)[C]4C3=[C][C]([O])C([C])=C([O])[C]=[C]3)[c]c21)C([N])=O,253.97,596.9382778300001,3,
G2019S_8TZC_size34_3_22_out.sdf,True,7.0,0.0,6.0,True,True,True,True,True,True,1.4143500000000002,generated,0.4866498321657,-7.5,-8.1,-6.2,5.0,0.28,[C]OC(=O)O[C][C][C]C1=C([C])C2=C([C]=C([C])C(=O)[C]2[N])[C]2O[C@]([C])(c3[c]c(Cl)[c][c]n3)[C]([C])N21,100.26,456.95264778,3,
G2019S_8TZC_size27_2_179_out.sdf,True,4.0,0.0,6.0,True,True,True,True,True,True,1.6609600000000009,optimized100,0.7534742042118909,-7.5,-8.1,-5.9,2.0,0.47,[C][C]1N=C2N=[C]C3=C([C]2S1)[C@@]12[C][C]1[C]C([O])=C([O])[C]2[C]3[C]N1[C][C][C][C][C]1,67.75999999999999,357.97112224000006,3,
G2019S_8TZC_size25_3_30_out.sdf,True,3.0,0.0,6.0,True,True,True,True,True,True,0.1901800000000004,optimized100,0.7253682563207642,-7.4,-8.1,-8.4,5.0,0.32,[N]C(=O)C(=O)[C][C]c1[c]c([O])c2c([c]1)[C](C1=[C][C][C]=[C]C1=O)[C][C][C]2,93.41,317.98273248,6,
G2019S_8TZC_size31_3_132_out.sdf,True,2.0,0.0,6.0,True,True,True,True,True,True,2.57239,optimized100,0.4874806512686627,-7.4,-8.1,-8.3,9.0,0.24,[C][C]C(=[C])N([C][C][C][C][N]c1[c]oc2[c]c(F)[c][c]c12)[C]1[C][C][C]([O])[C]2[C][C][C][C][C]21,50.38,390.99438046,3,
G2019S_8TZC_size44_2_13_out.sdf,True,8.0,0.0,3.0,False,True,True,True,False,False,-1.4646799999999998,generated,0.2635600338097351,-7.4,-8.1,-7.8,13.0,0.26,[C][N]c1[c][c]c2c([c]1)[c]c(C1=N[C]C([C]3[C]O[C](C([O])([O])[C]([N])[C]C([O])=O)[C]3)=N1)n2[N][C][N]C(=O)[C]1[C]=NC([C][C]([C])[C])=N1,222.04,569.99715372,3,
G2019S_7LI3_size25_13_out.sdf,True,5.0,0.0,6.0,True,True,True,True,True,True,-1.63671,generated,0.6049941057666883,-7.4,-8.1,-7.7,2.0,0.38,[C]O[C]1[C][C][C]N2[C]([C]1)C1=[C][C]C(=O)N=C(C(=O)[N]C([C])=O)[C]1C2=O,107.21,325.9837951,3,
G2019S_8TZC_size49_11_out.sdf,True,8.0,0.0,3.0,False,True,True,True,False,False,1.9946700000000008,generated,0.2484352762230835,-7.4,-8.1,-7.6,14.0,0.24,[C][C][C]1C(=O)N=[C]N1[C]([C])/N=[C]/[C]([C]1[C][C]1)[C]([O])c1[c][c]c([N]c2[c]c(N([C])[C])c([C])s2)c(C(=O)[N][C][C]C2=Nc3[c][c][c][c]c3C2=O)[c]1,142.87,637.97324748,3,
G2019S_7LI3_size38_5_out.sdf,True,6.0,0.0,4.0,False,True,True,True,True,False,-0.2278900000000006,generated,0.4494696890856967,-7.4,-8.1,-7.5,9.0,0.26,[N]c1[c]nc2c([c]1)N([C][C]1O[C](C(=O)[N][C][C][C@@]3([C][O])O[C][C]([O])[C]3[C][C][O])[C][C][C@]1([O])F)[C]1[C]O[C]2[C]1,176.89,502.97001618,3,
G2019S_7LI3_size37_194_out.sdf,True,6.0,0.0,6.0,True,True,True,True,True,True,-0.1736900000000003,optimized50,0.3542485118186618,-7.4,-8.1,-7.1,7.0,0.32,[N]ON([C][C][O])[C][C]1[C]2[C][C]2O[C]2[C](C3=[C][C]=NC(=O)[C]3)[C][N][C]3[C][C][C](OC(F)(F)F)[C]4[N]N1[C]2[C]34,134.0,496.98822676,3,
G2019S_8TZC_size43_3_135_out.sdf,True,8.0,0.0,4.0,False,True,True,True,False,True,1.9630400000000008,optimized100,0.2792742356469007,-7.4,-8.1,-7.1,12.0,0.32,[C][C]O[C]([C]O[C])[C]P([C]N1[C][C][C][C][C]1)N([O])[C]1O[C]([C]2[C][C]C(=O)[C][C]2)[C][C](c2[c]nc3[c]c(F)[c][c]c3n2)[C]1[O],116.81999999999998,573.9539485700001,3,
G2019S_7LI3_size35_17_out.sdf,True,3.0,0.0,6.0,True,True,True,True,True,True,0.3322599999999998,generated,0.5443548143863144,-7.4,-8.1,-5.8,6.0,0.17,[C][C]([C][O])[C]([C])OC(=O)[C]([O])[C]1[C][C][C][C][C]([O])[C@]2([C][C][C]3[C][C][N][C]C1=[C]3)[C]1[C]N([C]([C])[O])[C]12,123.23999999999998,447.97563571999984,3,
G2019S_7LI3_size57_18_out.sdf,True,7.0,0.0,2.0,False,True,True,False,False,False,-2.005140000000001,generated,0.063286421956868,-7.4,-8.1,-5.0,20.0,0.29,[C][C][C]([O])[N][C][C](/[C]=[C]/C(=[C]/[C]N1[C]=[C][C]([C]2O[C@]2([O])[C]([O])[C]C(=O)[C]=O)[C]([C]2[C][C][C][N][N]2)C1=O)C(=O)[N]C(=O)/[C]=[C]/[C]c1[c][c][c][c][c]1)O[C]1[C][C][C][C][C]1,226.45,733.9645162,3,
G2019S_8TZC_size43_3_120_out.sdf,True,4.0,0.0,4.0,False,True,True,True,False,True,1.018770000000003,optimized100,0.2551296593037147,-7.3,-8.1,-8.7,14.0,0.26,[C][C]([C][C][C]([O])[C]1[C]c2c([c][c]c3[c]c(F)[c][c]c23)N1[C][C]C1=N[C]2C(=[N])N2[N]1)[C][C]([N]C(=O)N([C])[C][C]OF)[C]1[C][C]1,118.55,556.0030683,3,
G2019S_7LI3_size27_22_out.sdf,True,4.0,0.0,6.0,True,True,True,True,True,True,0.5943599999999999,generated,0.4203610601636476,-7.3,-8.1,-8.4,3.0,0.33,O=C(C#C[C][C]1[C][N]C2=[C][C]=[C]C3=N[C]=C([C]1C(=O)[S])[C]23)O[C]1[C][C][C][C]1,69.83,359.96296285999995,3,
G2019S_7LI3_size36_18_out.sdf,True,3.0,0.0,6.0,True,True,True,True,True,True,0.1295299999999997,generated,0.4343890176602578,-7.3,-8.1,-8.2,9.0,0.33,[C][C][C][N]N(C(=O)[C]([O])C(F)(F)F)C1=[C][N]C2=C3[C]1O[C]([C][N][C]1[C][C][C](C([O])=O)[C]1)C3=[C][C]=[C][C]2,128.71,480.98207876,3,
G2019S_7LI3_size36_2_3_out.sdf,True,7.0,0.0,5.0,True,True,True,True,True,False,-1.960159999999999,generated,0.3462542848314672,-7.3,-8.1,-7.9,10.0,0.32,[C][C]([C]C1=[C]N2[C]([N]C1=O)[C]2c1[c][c]n[c][c]1)C(=O)[N][C]([C][N]S(=O)(=O)c1[c][c][c][c]c1[O])C([O])=O,183.35,489.9518433399999,3,
G2019S_7LI3_size32_2_6_out.sdf,True,4.0,0.0,6.0,True,True,True,True,True,True,-0.6656600000000006,generated,0.2871212880116846,-7.3,-8.1,-7.8,8.0,0.32,[C]C1=C([N]N([C])[C]2[C][C][C]([C][C][C][C][O])C(=O)[N][C]2)C(=O)[N][C]1C1=[C][C](F)C(=S)[N][C]=[C]1,113.68,432.97058808,3,
G2019S_8TZC_size28_41_out.sdf,True,3.0,0.0,6.0,True,True,True,True,True,True,-0.31296,optimized100,0.471516481286439,-7.3,-8.1,-7.5,6.0,0.32,[C]N1[C]=[C][C]([C](O[O])[C]([C][C]2[C][C]C3=[C][C][C]([O])[C][C][C]23)N([O])C([N])=O)C1=O,131.85,365.97870972,3,
G2019S_7LI3_size43_19_out.sdf,True,10.0,0.0,3.0,False,True,True,True,False,False,0.72671,generated,0.1410598608047736,-7.3,-8.1,-7.4,11.0,0.24,[C][C][C](/[C]=C1\O[C@]2(S(=O)(=O)[S])O[C]2[C]1[C])N1[C][C]C([C]=C=C([C]OC([O])=O)[C]([C])[C][C]N2C3=C([C]=C([C])[C]3)S2(=O)=O)=N[C]1,155.07999999999998,617.8796665800002,3,
G2019S_8TZC_size34_3_42_out.sdf,True,7.0,0.0,5.0,True,True,True,True,True,False,-1.0200399999999998,generated,0.1975073903082883,-7.3,-8.1,-7.4,10.0,0.36,[C][C]N([C][C][C][C][C]1[C]=C([N]C([N])=O)c2nnc(C3=C(F)N=C([N]C([C])=O)[C]3)n21)[C]([C])[C]1[C][N]1,145.05,441.01589846,3,
G2019S_8TZC_size30_5_out.sdf,True,6.0,0.0,6.0,True,True,True,True,True,True,1.54195,generated,0.5081008571901829,-7.3,-8.1,-7.3,7.0,0.27,[C][C]c1[c]c([C][N][C]=C=C2[C]([C]c3n[c]c([C])s3)[C][C]3[N][C]([C])SN32)n[c]c1O[C],66.45,413.95442662,3,
G2019S_8TZC_size32_3_143_out.sdf,True,2.0,0.0,6.0,True,True,True,True,True,True,3.520380000000002,optimized100,0.59015292937738,-7.3,-8.1,-7.2,9.0,0.23,[C][C][C][C]([C]c1[c]c2[c]c3c([c]c2c2c1[C][C][C][C]2)[C][C](O[C][C]S[C])[C][C]3)[C]1[C][C]1[O],29.13,411.96190024,3,
G2019S_7LI3_size40_2_36_out.sdf,True,7.0,0.0,3.0,False,True,True,True,False,False,-0.0284099999999996,generated,0.22196738841844,-7.3,-8.1,-7.1,11.0,0.34,[C][C]c1noc([C]C(=O)N2[C][C][C][C@@]3([C][C]3C3=[C][C]([N][O])[C]4S[C][C](O[C][C]5[C][C]5C(=[C])[C]N=C([N])[N])[C]43)[C]2)n1,159.42000000000002,529.97324748,3,
G2019S_7LI3_size46_2_15_out.sdf,True,11.0,0.0,1.0,False,True,False,False,False,False,-2.029239999999999,generated,0.1572515718154095,-7.3,-8.1,-6.3,14.0,0.28,[C][C]C(=[C])N1[N]C(=O)[C]1[C]1[C]2[C]1N1[C](O[C]3[C]([O])[C](C(=O)[C][C][C][C]([O])[O])[C]4[C]3N4[C][C]C(=O)[C]3OO3)[C]3[C]=[C][C]=N[C]3N1C2=O,201.46000000000004,603.9675902,3,
G2019S_8TZC_size27_2_96_out.sdf,True,3.0,0.0,6.0,True,True,True,True,True,True,0.99935,optimized100,0.768161392546189,-7.3,-8.1,-6.0,2.0,0.3,[C]c1[c][c]c2c3c([c]nc2[c]1)[C@]1([C][C]1[C][C]1[C]O1)[N][C]1[C][C][C][C][N]C1=N3,65.98,336.00721062,3,
G2019S_8TZC_size64_9_out.sdf,True,14.0,0.0,2.0,False,True,False,True,False,False,-1.24389,generated,0.0993001184250408,-7.3,-8.1,-1.0,16.0,0.26,[C][C]1[N][C][C](S(=O)(=O)N([O])[C]([C])[C]2[C]O[C]N3[C](O2)[C]([O])[C]=[C][C]3C2=[C]C3=[C][C]=NC(=O)[C]3[C]([N][C]3O[C@]([C])([C][C][C][C](C([O])=O)S(=O)(=O)[N][P@@]([O])(=O)[C]4[C][C]4)[C]4O[C@]4(F)[C]3[O])O2)S1,329.58,933.8203703900002,3,
G2019S_8TZC_size41_3_18_out.sdf,True,7.0,0.0,4.0,False,True,True,True,False,True,2.071000000000001,generated,0.2829367235244304,-7.2,-8.1,-8.5,11.0,0.25,[C]O[C]c1nc2[c][c]c3c(c2s1)[C]N([C]C1=[C][C](c2[c][c]n([N])[c]2)N=C1[C])[N][C]3[C][C]c1[c][c]sc1[N][C]([C])[C][O],113.05,553.95548924,3,
G2019S_8TZC_size41_6_out.sdf,True,4.0,0.0,4.0,False,True,True,True,False,True,-1.0590300000000006,generated,0.1438840322564612,-7.2,-8.1,-8.5,13.0,0.21,[C]N1[C][C]([C][N][N][C][C][C@]23[N]C24C([C][C][N]C2=[C][C][C]=[C][C]=[C]2)=[C]C(C(=O)c2[c][c][c][c][c]2)=[C]N43)[C](C([O])=O)C1=[C],116.69,516.00318786,3,
G2019S_8TZC_size25_3_108_out.sdf,True,3.0,0.0,6.0,True,True,True,True,True,True,0.9419499999999998,optimized100,0.7707300168312556,-7.2,-8.1,-8.0,6.0,0.29,[C][C][C][C]([C])[C][C]N1[C]=C2[C](c3[c][c][c][c]c3F)[C]=[C]N=C2C([N])=N1,50.26,315.01069922,3,
G2019S_7LI3_size48_2_36_out.sdf,True,8.0,0.0,3.0,False,True,True,True,False,False,-0.64522,generated,0.1680829412496294,-7.2,-8.1,-7.9,12.0,0.28,[C]=[C][C][N][N]C(=O)[C]1[C][C][C][C]2[C]1C(=O)[N][C](C(=O)OC1=[C]C(F)=[C][C][C]1)[C]c1[c]c([C][C]([N])[C]3[C]=C([C]C([O])=O)N=N3)c([C]=O)[c]c12,203.80000000000004,622.9812495599999,3,
G2019S_8TZC_size36_13_out.sdf,True,6.0,0.0,6.0,True,True,True,True,True,True,1.2145200000000014,generated,0.5606719718442408,-7.2,-8.1,-7.8,8.0,0.25,[C][C][C][C]C1=[C]N2N=C3[C]([O])[C]([C])Oc4n[c][c][c]c4C3=[C]C([C][C]C(=O)[N][C][C@@]34[C][C]3[C]4[O])=C2S1,108.69,475.96402548,3,
G2019S_7LI3_size40_2_5_out.sdf,True,7.0,0.0,3.0,False,True,True,True,False,False,-1.3775199999999994,generated,0.2917753723960446,-7.2,-8.1,-7.6,14.0,0.25,[N]=C1[N][C][N]N([C][C]([C]ON2[C][C][C]2)Oc2[c][c][c][c][c]2)C2=C1[C]([C]N1[C][C][C]([C]([O])O[C][C]([O])C([O])=O)[C]1)[C]2,164.67999999999998,519.9828463399999,3,
G2019S_8TZC_size41_3_31_out.sdf,True,7.0,0.0,3.0,False,True,True,True,False,False,-0.9738799999999992,generated,0.0794142710424692,-7.2,-8.1,-7.6,11.0,0.29,[C][C]([C][C][O])N1[C][C][C]([C]/N=C2\C(=O)N([C]([C])[C][N]/N=C(\[C])OP([O])([O])=O)[C]C3=C2N2[C@@]4([C]([C])C#[C])[N][C@]24[C]3[O])[C]1,185.38,552.95968197,3,
G2019S_8TZC_size45_3_29_out.sdf,True,3.0,0.0,2.0,False,True,True,False,False,False,-3.24052,generated,0.070010716331668,-7.2,-8.1,-7.2,13.0,0.3,[C][S@](=O)[C]([O])[C][C]C(=[N])/N=C1\[C][C][C](C(=C=[C][C@@]2([O])[C][C]2[C][C][C][N]C(=O)N2[C][C][C][C]C2=O)[N][N][C]2[C][C]C(=[N])[N][C]2[N])[C]1,229.91,597.9743101,3,
G2019S_8TZC_size45_3_13_out.sdf,True,5.0,0.0,4.0,False,True,True,True,False,True,1.868330000000002,generated,0.3360504949928575,-7.2,-8.1,-7.1,13.0,0.63,[C][C]C1=[C][C](c2n[c]c(C3=[C][C][C][C]([C][C]4[C][C]O[C]4)[C][C]3)c3c2[C][C][C][C]([C]([O])[C][C]([C])[N][C][C]([O])C(=O)[C][O])C#C3)N=N1,137.71,567.9868691,3,
G2019S_8TZC_size43_2_16_out.sdf,True,7.0,0.0,4.0,False,True,True,True,True,False,0.2777300000000002,generated,0.2539028072791008,-7.2,-8.1,-2.1,8.0,0.26,[C]C(=O)c1[c][c]c2c([c]1)O[C]1[C][C][C]([N]C(=O)[N]C(=O)[N]C([C])([C])[O])[C]/C1=[C]/c1[c]c([C]/N=[C]/[C][C][N]C([O])=O)n[c]c1-2,198.96,555.98284634,3,
G2019S_7LI3_size29_2_33_out.sdf,True,5.0,0.0,6.0,True,True,True,True,True,True,0.2560399999999998,generated,0.6016749304941611,-7.1,-8.1,-8.1,7.0,0.29,[C]#CO[C]([O])[C]([C][C][C][C]1[C]O[C]2[C][C]=[C][C][C]12)C1=C2N=[C][C][N]C(=O)[C]2[C]=N1,94.25,369.98888048,3,
G2019S_8TZC_size26_2_18_out.sdf,True,8.0,0.0,5.0,True,True,True,True,True,False,-1.7073699999999996,generated,0.6133677906358456,-7.1,-8.1,-8.1,3.0,0.38,[C][C]([N]C1=NC2=N[C][N]C3=N[C]N1[C]32)c1[c]c2oc(C([C])=[N])nc2nn1,142.63000000000002,336.02565462,3,
G2019S_8TZC_size26_5_out.sdf,True,5.0,0.0,6.0,True,True,True,True,True,True,-0.83003,generated,0.4832386656983104,-7.1,-8.1,-7.7,7.0,0.31,[C][N]C(=O)c1[c]c([C]N([C])[C][C][C][N]C([C])=O)n2c1[C][C]1[C]=N[C]=[C][C]12,82.87,330.00519924,3,
